
21:31:01:31S,unknown,(523, 325, 79, 79)
21:31:01:31S,unknown,(524, 325, 79, 79)
21:31:01:31S,unknown,(520, 323, 83, 83)
21:31:01:31S,unknown,(514, 318, 92, 92)
21:31:01:31S,unknown,(514, 315, 92, 92)
21:31:02:31S,unknown,(519, 319, 82, 82)
21:31:02:31S,unknown,(518, 322, 82, 82)
21:31:02:31S,unknown,(518, 322, 82, 82)
21:31:02:31S,unknown,(509, 312, 99, 99)
21:31:02:31S,unknown,(509, 312, 99, 99)
21:31:02:31S,unknown,(512, 316, 90, 90)
21:31:02:31S,unknown,(503, 308, 103, 103)
21:31:02:31S,unknown,(503, 308, 103, 103)
21:31:02:31S,unknown,(506, 315, 87, 87)
21:31:02:31S,unknown,(506, 315, 87, 87)
21:31:03:31S,unknown,(498, 318, 83, 83)
21:31:03:31S,unknown,(498, 318, 83, 83)
21:31:03:31S,unknown,(498, 318, 83, 83)
21:31:03:31S,unknown,(488, 324, 78, 78)
21:31:03:31S,unknown,(488, 324, 78, 78)
21:31:03:31S,unknown,(488, 324, 78, 78)
21:31:03:31S,unknown,(301, 312, 103, 103)
21:31:03:31S,unknown,(456, 316, 103, 103)
21:31:03:31S,unknown,(352, 166, 72, 72)
21:31:03:31S,unknown,(284, 322, 102, 102)
21:31:03:31S,unknown,(445, 310, 93, 93)
21:31:03:31S,unknown,(352, 166, 72, 72)
21:31:03:31S,unknown,(284, 322, 102, 102)
21:31:03:31S,unknown,(445, 310, 93, 93)
21:31:04:31S,unknown,(379, 330, 72, 72)
21:31:04:31S,unknown,(350, 78, 94, 94)
21:31:04:31S,unknown,(430, 312, 103, 103)
21:31:04:31S,austin,(304, 70, 124, 124)
21:31:04:31S,austin,(304, 70, 124, 124)
21:31:04:31S,unknown,(428, 310, 103, 103)
21:31:04:31S,unknown,(428, 310, 103, 103)
21:31:04:31S,unknown,(428, 310, 103, 103)
21:31:04:31S,unknown,(377, 336, 72, 72)
21:31:04:31S,unknown,(377, 336, 72, 72)
21:31:04:31S,unknown,(377, 336, 72, 72)
21:31:04:31S,unknown,(378, 336, 72, 72)
21:31:04:31S,unknown,(430, 318, 103, 103)
21:31:04:31S,unknown,(378, 336, 72, 72)
21:31:04:31S,unknown,(430, 318, 103, 103)
21:31:04:31S,unknown,(378, 336, 72, 72)
21:31:04:31S,unknown,(430, 318, 103, 103)
21:31:04:31S,unknown,(378, 335, 72, 72)
21:31:04:31S,unknown,(431, 323, 103, 103)
21:31:05:31S,unknown,(378, 335, 72, 72)
21:31:05:31S,unknown,(431, 323, 103, 103)
21:31:05:31S,unknown,(380, 332, 72, 72)
21:31:05:31S,austin,(283, 100, 142, 142)
21:31:05:31S,austin,(283, 100, 142, 142)
21:31:05:31S,austin,(283, 100, 142, 142)
21:31:05:31S,austin,(283, 90, 153, 153)
21:31:05:31S,austin,(283, 90, 153, 153)
21:31:05:31S,austin,(283, 90, 153, 153)
21:31:05:31S,austin,(290, 92, 144, 144)
21:31:05:31S,austin,(290, 92, 144, 144)
21:31:05:31S,austin,(290, 92, 144, 144)
21:31:05:31S,austin,(295, 93, 145, 145)
21:31:05:31S,austin,(295, 93, 145, 145)
21:31:06:31S,austin,(295, 93, 145, 145)
21:31:06:31S,austin,(293, 88, 145, 145)
21:31:06:31S,austin,(293, 88, 145, 145)
21:31:06:31S,austin,(293, 88, 145, 145)
21:31:06:31S,austin,(299, 92, 134, 134)
21:31:06:31S,austin,(299, 92, 134, 134)
21:31:06:31S,austin,(299, 92, 134, 134)
21:31:06:31S,austin,(302, 93, 134, 134)
21:31:06:31S,austin,(302, 93, 134, 134)
21:31:06:31S,austin,(302, 93, 134, 134)
21:31:06:31S,austin,(292, 85, 149, 149)
21:31:06:31S,austin,(292, 85, 149, 149)
21:31:06:31S,austin,(292, 85, 149, 149)
21:31:06:31S,austin,(302, 88, 136, 136)
21:31:07:31S,austin,(302, 88, 136, 136)
21:31:07:31S,austin,(286, 84, 153, 153)
21:31:07:31S,austin,(293, 85, 149, 149)
21:31:07:31S,austin,(293, 85, 149, 149)
21:31:07:31S,austin,(296, 86, 150, 150)
21:31:07:31S,austin,(296, 86, 150, 150)
21:31:07:31S,austin,(296, 86, 150, 150)
21:31:07:31S,unknown,(451, 328, 94, 94)
21:31:07:31S,austin,(311, 93, 136, 136)
21:31:07:31S,unknown,(451, 328, 94, 94)
21:31:07:31S,austin,(311, 93, 136, 136)
21:31:07:31S,unknown,(389, 342, 72, 72)
21:31:07:31S,austin,(303, 90, 149, 149)
21:31:08:31S,unknown,(389, 342, 72, 72)
21:31:08:31S,austin,(303, 90, 149, 149)
21:31:08:31S,unknown,(389, 339, 72, 72)
21:31:08:31S,austin,(297, 99, 149, 149)
21:31:08:31S,unknown,(389, 339, 72, 72)
21:31:08:31S,austin,(297, 99, 149, 149)
21:31:08:31S,unknown,(391, 338, 72, 72)
21:31:08:31S,unknown,(391, 338, 72, 72)
21:31:08:31S,unknown,(391, 338, 72, 72)
21:31:08:31S,unknown,(447, 322, 103, 103)
21:31:08:31S,unknown,(394, 336, 72, 72)
21:31:08:31S,austin,(332, 119, 124, 124)
21:31:08:31S,unknown,(394, 336, 72, 72)
21:31:08:31S,unknown,(447, 322, 103, 103)
21:31:08:31S,austin,(332, 119, 124, 124)
21:31:08:31S,unknown,(463, 322, 84, 84)
21:31:08:31S,unknown,(478, 334, 72, 72)
21:31:08:31S,unknown,(422, 335, 79, 79)
21:31:08:31S,unknown,(478, 334, 72, 72)
21:31:08:31S,unknown,(422, 335, 79, 79)
21:31:09:31S,unknown,(478, 334, 72, 72)
21:31:09:31S,unknown,(422, 335, 79, 79)
21:31:09:31S,unknown,(435, 343, 72, 72)
21:31:09:31S,unknown,(435, 343, 72, 72)
21:31:09:31S,unknown,(435, 343, 72, 72)
21:31:09:31S,unknown,(437, 342, 72, 72)
21:31:09:31S,unknown,(437, 342, 72, 72)
21:31:09:31S,unknown,(437, 342, 72, 72)
21:31:09:31S,unknown,(438, 342, 72, 72)
21:31:09:31S,unknown,(487, 333, 81, 81)
21:36:53:36S,unknown,(294, 315, 103, 103)
21:36:53:36S,unknown,(288, 318, 110, 110)
21:36:53:36S,unknown,(288, 318, 110, 110)
21:36:53:36S,unknown,(292, 320, 106, 106)
21:36:53:36S,unknown,(294, 321, 103, 103)
21:36:53:36S,unknown,(294, 318, 103, 103)
21:36:54:36S,unknown,(439, 359, 103, 103)
21:36:54:36S,unknown,(294, 318, 103, 103)
21:36:54:36S,unknown,(439, 357, 103, 103)
21:36:54:36S,unknown,(294, 318, 103, 103)
21:36:54:36S,unknown,(439, 357, 103, 103)
21:36:54:36S,unknown,(298, 325, 97, 97)
21:36:54:36S,unknown,(298, 325, 97, 97)
21:36:54:36S,unknown,(294, 316, 103, 103)
21:36:54:36S,unknown,(288, 316, 112, 112)
